Address,Company,Title,Career,Skill,URL,InfoDetails,Tag,D_day
강서구,㈜비전테크,"기술지원 (역설계, 3D모델링, 3D스캐너, 3차원측정)",신입·경력 (3년이상),"3D CAD, 2D CAD",https://www.jobkorea.co.kr/Recruit/GI_Read/44730428?rPageCode=SL&logpath=21&sn=6,,디자인 직무채용관IT 개발자 전문 채용관 DBA 모델링 머신러닝엔지니어 그래픽디자이너 기계엔지니어 캐드원 설계엔지니어 3D설계 3D디자인 3D모델링 3D스캐너 3차원측정 솔리드웍스 역설계 DesignX 기계·기계설비,시작일 2024.05.21(화) 마감일 2024.05.31(금)
금천구,㈜바올테크,각 분야별 신입경력 모집 (영업부/기술지원부/연구개발부),신입·경력,"성실성, 윤리의식, 적응성",https://www.jobkorea.co.kr/Recruit/GI_Read/44693329?rPageCode=SL&logpath=21&sn=6,,G밸리 우수기업 채용박람회강소기업 채용관IT 개발자 전문 채용관 소프트웨어개발자 시스템분석 시스템설계 정보보안 아키텍처 클라이언트 머신러닝엔지니어 모델링 딥러닝 IT·기술영업 기술영업 기술지원 네트워크영업 솔루션영업,시작일 2024.05.16(목) 마감일 2024.06.15(토)
금천구,㈜에듀클라우드,2024 상반기 공개채용(마케팅/영업/CS/개발/사업기획/영어강사),신입·경력,"계획성, 협동심, 꼼꼼함, 적응성",https://www.jobkorea.co.kr/Recruit/GI_Read/44713543?rPageCode=SL&logpath=21&sn=6,,교육 직무채용관IT 개발자 전문 채용관 웹기획 서비스기획 스토리보드 앱기획 콘텐츠기획 UI·UX기획 PL·PM·PO PM 사무담당자 문서관리 문서작성 사이트관리 퍼포먼스마케터 카페·블로그관리 키워드광고 SNS마케팅,시작일 2024.05.20(월) 마감일 2024.06.18(화)
종로구,㈜케이티,AI 혁신 우수인재 채용 [DATA분야],신입·경력 (3년이상) 직무별상이,"C++, JAVA, Kafka, Python, R, Spark, SQL, Hive, DL",https://www.jobkorea.co.kr/Recruit/GI_Read/44700232?rPageCode=SL&logpath=21&sn=6,,가족친화인증기업 채용관IT 개발자 전문 채용관취업맞춤특기병 전문채용관 경영·비즈니스기획 데이터분석 연구기획 시스템엔지니어 서버구축 시스템분석 시스템설계 시스템운영 서버관리 네트워크엔지니어 네트워크관리 DBA 모델링,시작일 2024.05.17(금) 마감일 2024.06.02(일)
종로구,㈜케이티,AI 혁신 우수인재 채용 [AI분야],경력 (3년이상) 직무별상이,"AWS, C, C++, JAVA, Python",https://www.jobkorea.co.kr/Recruit/GI_Read/44700465?rPageCode=SL&logpath=21&sn=6,,가족친화인증기업 채용관IT 개발자 전문 채용관취업맞춤특기병 전문채용관 경영·비즈니스기획 사업기획 데이터분석 신사업기획 연구기획 전략기획 웹기획 앱기획 백엔드개발자 클라이언트 서버관리 HTTP 프론트엔드개발자 시스템엔지니어,시작일 2024.05.17(금) 마감일 2024.06.02(일)
종로구,㈜케이티,AI 혁신 우수인재 채용 [IT분야],신입·경력 (3년이상) 직무별상이,"JAVA, JSP, MSA, NoSQL, Spring, SQL, Spring Framework, Cloud, DBMS, Restful API",https://www.jobkorea.co.kr/Recruit/GI_Read/44700202?rPageCode=SL&logpath=21&sn=6,,가족친화인증기업 채용관IT 개발자 전문 채용관 경영·비즈니스기획 데이터분석 전략기획 신사업기획 사업기획 경영기획 연구기획 웹기획 서비스기획 스토리보드 제안·컨설팅 앱기획 콘텐츠기획 UI·UX기획 마케팅기획 시장조사,시작일 2024.05.17(금) 마감일 2024.06.02(일)
서초구,기아㈜,2024 기아 5월 경력 채용 생산/품질 부문,경력,"Python, Pytorch, R, CAD, Excel, PowerPoint, CAE, CAM, DBMS, Microsoft Office",https://www.jobkorea.co.kr/Recruit/GI_Read/44653887?rPageCode=SL&logpath=21&sn=6,,가족친화인증기업 채용관건강친화 인증기업 온라인 채용관IT 개발자 전문 채용관 시스템엔지니어 네트워크관리 서버구축 시스템분석 시스템설계 시스템운영 펌웨어 서버관리 네트워크엔지니어 소프트웨어개발자 하드웨어개발자,시작일 2024.05.16(목) 마감일 2024.05.29(수)
서초구,㈜아이센스,㈜아이센스 상반기 신입 및 경력 대규모 채용,신입·경력,,https://www.jobkorea.co.kr/Recruit/GI_Read/44609085?rPageCode=SL&logpath=21&sn=6,,히든챔피언 채용관제약 직무채용관IT 개발자 전문 채용관 PL·PM·PO PM PL 백엔드개발자 서버관리 클라이언트 프론트엔드개발자 반응형웹 인터페이스 GUI 시스템엔지니어 서버구축 네트워크관리 시스템분석 시스템설계,시작일 2024.05.10(금) 마감일 2024.06.09(일)
금천구,스마트라이프텍㈜,[스마트라이프텍㈜] 2024년 상반기 각 부문별 신입 / 경력직 채용,신입·경력 (1년이상) 부서별 경력년수 : 6개월~1년이상,,https://www.jobkorea.co.kr/Recruit/GI_Read/44654351?rPageCode=SL&logpath=21&sn=6,,디자인 직무채용관IT 개발자 전문 채용관 브랜드마케터 라이센싱 브랜딩 시장분석 언론홍보 기업홍보 이벤트기획 퍼포먼스마케터 카페·블로그관리 키워드광고 SNS마케팅 온라인마케터 바이럴마케팅 프로모션 디지털마케팅 배너광고,시작일 2024.05.10(금) 마감일 2024.05.24(금)
강남구,㈜DYB최선어학원,[직영] 24년 신학기 각 부문 STAFF 모집,신입·경력,"JAVA, MySQL, Oracle, PHP, Python, Illustrator, Photoshop, 파이널컷, 프리미어, 영어",https://www.jobkorea.co.kr/Recruit/GI_Read/44627403?rPageCode=SL&logpath=21&sn=6,,일학습병행 채용관IT 개발자 전문 채용관디자인 직무채용관교육 직무채용관 웹기획 서비스기획 앱기획 콘텐츠기획 마케팅기획 데이터분석 브랜드기획 전략기획 인사담당자 인사기획 인사교육 HRD·HRM 교육기획 면접·채용,시작일 2024.05.08(수) 마감일 2024.06.07(금)
강남구,㈜헥토이노베이션,"헥토이노베이션 직군별 인재 모집 (인사,총무,재무,시스템운영,정보보안, 글로벌구독)",경력,"Android, API, iOS, JAVA, Javascript, Python, SQL, Linux, Illustrator, Photoshop",https://www.jobkorea.co.kr/Recruit/GI_Read/44554935?rPageCode=SL&logpath=21&sn=6,,산업기능요원 전문채용관재무·회계 직무채용관IT 개발자 전문 채용관 경영·비즈니스기획 경영기획 사업기획 재무기획 데이터분석 브랜드기획 신사업기획 전략기획 웹기획 서비스기획 스토리보드 제안·컨설팅 앱기획 콘텐츠기획,시작일 2024.05.01(수) 마감일 2024.05.31(금)
강서구,㈜사이냅소프트,[2024년 신입·경력 공개채용] 각 부문별 채용,신입·경력,"AWS, JAVA, MySQL, Node.js, Python, React, Spring, TypeScript, Figma, C/C++",https://www.jobkorea.co.kr/Recruit/GI_Read/44556572?rPageCode=SL&logpath=21&sn=6,,우수벤처기업 공동채용관잡아바 추천 TOP 기업 온라인 채용관산업기능요원 전문채용관강소기업 채용관서울형 강소기업 온라인 채용관참 괜찮은 중소기업 선정 기업IT 개발자 전문 채용관재무·회계 직무채용관디자인 직무채용관 웹기획 서비스기획 콘텐츠기획,시작일 2024.04.29(월) 마감일 2024.05.31(금)
송파구,(주)우아한형제들,각 부문별 경력/신입 인재영입,신입·경력,"ASP, API, ASP.NET, CSS, HTML, JAVA, Javascript, JSP, MSSQL, MySQL, Oracle, PHP, Spring, Spring Boot, SQL, WAS, Window, Linux, Illustrator",https://www.jobkorea.co.kr/Recruit/GI_Read/34208668?rPageCode=SL&logpath=21&sn=6,,가족친화인증기업 채용관IT 개발자 전문 채용관 경영·비즈니스기획 사업기획 전략기획 웹기획 서비스기획 제안·컨설팅 앱기획 마케팅기획 데이터분석 PL·PM·PO PM PL PO 총무 행정 인사담당자 인사행정 HRD·HRM,
강남구,파이온코퍼레이션,브이캣 딥러닝 엔지니어,경력 (2년이상),"Python, NeRF",https://www.jobkorea.co.kr/Recruit/GI_Read/44719709?rPageCode=SL&logpath=21&sn=6,,잡아바 추천 TOP 기업 온라인 채용관IT 개발자 전문 채용관 머신러닝엔지니어 모델링 딥러닝 네트워크·통신서비스 서울 > 강남구,시작일 2024.05.20(월) 마감일 2024.06.16(일)
강남구,딥브레인 AI,머신러닝/딥러닝 엔지니어(전문연구요원 가능),경력,"OpenCV, FFmpeg",https://www.jobkorea.co.kr/Recruit/GI_Read/44631012?rPageCode=SL&logpath=21&sn=6,,스타트업 전문채용관잡아바 추천 TOP 기업 온라인 채용관IT 개발자 전문 채용관 머신러닝엔지니어 딥러닝 모델링 솔루션·SI·CRM·ERP 솔루션 소프트웨어개발 서울 > 강남구,시작일 2024.05.08(수) 마감일 2024.06.07(금)
금천구,㈜인터엑스,[서울] AI Researcher (LLM),경력 (2년이상),"Git, Pandas, Python, Pytorch, SQL, Matplotlib, Numpy, Scikit-Learn",https://www.jobkorea.co.kr/Recruit/GI_Read/44622369?rPageCode=SL&logpath=21&sn=6,,인재육성형 우수기업 채용관IT 개발자 전문 채용관 머신러닝엔지니어 모델링 음성인식 인공지능 챗봇 솔루션·SI·CRM·ERP 솔루션 소프트웨어개발 BigData 서울 > 금천구,시작일 2024.05.07(화) 마감일 2024.06.06(목)
금천구,㈜인터엑스,[서울-병역] AI Researcher LLM,경력 (2년이상),"Git, Pandas, Python, Pytorch, SQL, Matplotlib, Numpy, Scikit-Learn",https://www.jobkorea.co.kr/Recruit/GI_Read/44622338?rPageCode=SL&logpath=21&sn=6,,인재육성형 우수기업 채용관IT 개발자 전문 채용관 머신러닝엔지니어 모델링 음성인식 인공지능 챗봇 솔루션·SI·CRM·ERP 솔루션 소프트웨어개발 BigData 서울 > 금천구,시작일 2024.05.07(화) 마감일 2024.06.06(목)
금천구,비솔,영상분야 AI개발 (가산 근무),경력 (5년이상),"AWS, Pytorch, Tensorflow",https://www.jobkorea.co.kr/Recruit/GI_Read/44568531?rPageCode=SL&logpath=21&sn=6,,잡아바 추천 TOP 기업 온라인 채용관강소기업 채용관참 괜찮은 중소기업 선정 기업IT 개발자 전문 채용관 머신러닝엔지니어 딥러닝 인공지능 모델링 이미지프로세싱 컴퓨터·하드웨어·장비 유지보수 펌웨어 하드웨어 전기·전자·제어 전기 전기설계,시작일 2024.05.01(수) 마감일 2024.05.26(일)
강남구,블루닷㈜,코덱 SW 엔지니어,경력 (6년이상),"C, C++",https://www.jobkorea.co.kr/Recruit/GI_Read/44549161?rPageCode=SL&logpath=21&sn=6,,IT 개발자 전문 채용관 머신러닝엔지니어 반도체·디스플레이·광학 SoC ASIC IC설계 서울 > 강남구,시작일 2024.04.25(목) 마감일 2024.05.24(금)
강남구,블루닷㈜,딥러닝 개발자,경력 (6년이상),,https://www.jobkorea.co.kr/Recruit/GI_Read/44549142?rPageCode=SL&logpath=21&sn=6,,IT 개발자 전문 채용관 머신러닝엔지니어 반도체·디스플레이·광학 SoC ASIC IC설계 서울 > 강남구,시작일 2024.04.25(목) 마감일 2024.05.24(금)
강남구,블루닷㈜,코덱 SW 엔지니어 (신입),신입,"C, C++",https://www.jobkorea.co.kr/Recruit/GI_Read/44549406?rPageCode=SL&logpath=21&sn=6,,IT 개발자 전문 채용관 머신러닝엔지니어 반도체·디스플레이·광학 SoC ASIC IC설계 서울 > 강남구,시작일 2024.04.25(목) 마감일 2024.05.24(금)
강남구,웨이센,AI Research Engineer 시니어,경력 (5년이상),"Pandas, Python, Pytorch, Scipy, Tensorflow, caffe",https://www.jobkorea.co.kr/Recruit/GI_Read/44543893?rPageCode=SL&logpath=21&sn=6,,IT 개발자 전문 채용관 머신러닝엔지니어 솔루션·SI·CRM·ERP 솔루션 소프트웨어개발 BigData 서울 > 강남구,시작일 2024.04.25(목) 마감일 2024.05.31(금)
강남구,블루닷㈜,딥러닝 알고리즘 엔지니어(신입),신입,"Pytorch, Tensorflow",https://www.jobkorea.co.kr/Recruit/GI_Read/44549377?rPageCode=SL&logpath=21&sn=6,,IT 개발자 전문 채용관 머신러닝엔지니어 반도체·디스플레이·광학 SoC ASIC IC설계 서울 > 강남구,시작일 2024.04.25(목) 마감일 2024.05.24(금)
마포구,한국ICT인재개발원,[국비무료IT취업교육]JAVA웹앱/프론트엔드/백엔드/풀스택/빅데이터/인공지능 외 자바개발자취업교육과정/준비된 인재로 취업하기/SW융복합 인재양성 /수료전부터 취업연계매칭시스템,신입·경력,"AWS, Git, Hadoop, JAVA, MyBatis, MySQL, OracleDB, Python, Spring, Spring Boot",https://www.jobkorea.co.kr/Recruit/GI_Read/44714027?rPageCode=SL&logpath=21&sn=6,,교육 직무채용관IT 개발자 전문 채용관 백엔드개발자 서버관리 클라이언트 핀테크 HTTP SI개발 프론트엔드개발자 반응형웹 인터페이스 웹개발자 앱개발자 증강현실 가상현실 암호화폐 음성인식 챗봇 메타버스 시스템엔지니어,시작일 2024.05.20(월) 마감일 2024.05.27(월)
강남구,쌍용교육센터,[국비전액무료IT취업교육] JAVA기반 풀스택 개발자 취업교육생 모집 (JAVA/웹/앱/풀스택/프론트엔드/백엔드/클라우드/빅데이터/최우수훈련기관/100퍼센트 취업지원 및 기업매칭),신입·경력,"계획성, 성취지향성, 꼼꼼함",https://www.jobkorea.co.kr/Recruit/GI_Read/44599190?rPageCode=SL&logpath=21&sn=6,,교육 직무채용관IT 개발자 전문 채용관 웹기획 데이터분석 게임기획 서비스기획 스토리보드 제안·컨설팅 앱기획 콘텐츠기획 UI·UX기획 백엔드개발자 서버관리 클라이언트 핀테크 HTTP SI개발 프론트엔드개발자 GUI,시작일 2024.05.07(화) 마감일 2024.06.06(목)
강서구,대한상공회의소 서울기술교육센터,"[전액국비,취업연계] [Harman] 세미콘 아카데미-반도체 설계, [Intel] 엣지 AI SW 아카데미 교육생 모집",신입·경력,"Android, C#, HMI, JPA, OpenCV, Spring, SQL, ARM, AVR, JSTL, JWT, PLC, JUnit, IoT, 임베디드 시스템, 웹서버, alot, 인텔엣지",https://www.jobkorea.co.kr/Recruit/GI_Read/44572488?rPageCode=SL&logpath=21&sn=6,,교육 직무채용관IT 개발자 전문 채용관 백엔드개발자 서버관리 클라이언트 핀테크 HTTP SI개발 프론트엔드개발자 GUI 반응형웹 인터페이스 웹개발자 앱개발자 증강현실 가상현실 암호화폐 음성인식 챗봇 메타버스,시작일 2024.04.29(월) 마감일 2024.06.29(토)
관악구,엠비씨(MBC)아카데미 컴퓨터교육센터,[서울/경기]100프로 무료 취업교육생모집 (UI.UX웹디자인&퍼블리셔/웹개발/게임/빅데이터/영상),신입·경력,"AWS, JAVA, BIM, CAD, Spring Framework, 3D Printer, UI, UX, 모션 그래픽, 정보보안기사 자격, 영상편집, C언어, MAX, 소프트웨어, 웹프로그래머, 블랜더",https://www.jobkorea.co.kr/Recruit/GI_Read/44407659?rPageCode=SL&logpath=21&sn=6,,디자인 직무채용관교육 직무채용관IT 개발자 전문 채용관취업맞춤특기병 전문채용관 웹기획 게임기획 서비스기획 제안·컨설팅 데이터분석 앱기획 콘텐츠기획 UI·UX기획 콘텐츠마케터 영상제작 웹개발자 앱개발자 증강현실,시작일 2024.04.08(월) 마감일 2024.06.07(금)
원주시,한국산업기술시험원,"[원주, 서울] 한국산업기술시험원 행정/연구직 채용",신입,"성실성, 윤리의식, 협동심, 계획성, 적응성, 꼼꼼함",https://www.jobkorea.co.kr/Recruit/GI_Read/44728550?rPageCode=SL&logpath=21&sn=6,,가족친화인증기업 채용관IT 개발자 전문 채용관 머신러닝엔지니어 인공지능 R&D·연구원 환경 조선·항공·우주 전기·전자 바이오·제약연구원 의료기기연구 공기업·공공기관 공공기관 강원 > 원주시 서울 > 구로구,시작일 2024.05.21(화) 마감일 2024.05.31(금)
강남구,㈜이씨마이너,빅데이터/AI 솔루션 개발자 - 경력 모집,경력,"C, C++, JAVA",https://www.jobkorea.co.kr/Recruit/GI_Read/44681753?rPageCode=SL&logpath=21&sn=6,,참 괜찮은 중소기업 선정 기업일학습병행 채용관IT 개발자 전문 채용관 앱개발자 데이터엔지니어 빅데이터 머신러닝엔지니어 인공지능 솔루션·SI·CRM·ERP 솔루션 소프트웨어개발 서울 > 강남구,시작일 2024.05.14(화) 마감일 2024.06.13(목)
강남구,㈜이씨마이너,빅데이터/AI 솔루션 개발자 - 신입 모집,신입,"C, C++, JAVA",https://www.jobkorea.co.kr/Recruit/GI_Read/44683536?rPageCode=SL&logpath=21&sn=6,,참 괜찮은 중소기업 선정 기업일학습병행 채용관IT 개발자 전문 채용관 앱개발자 데이터엔지니어 빅데이터 머신러닝엔지니어 인공지능 솔루션·SI·CRM·ERP 솔루션 소프트웨어개발 서울 > 강남구,시작일 2024.05.14(화) 마감일 2024.06.13(목)
강남구,㈜이씨마이너,빅데이터/AI 분석전문가,신입·경력,"성실성, 꼼꼼함, 협동심, 적응성, 창의성",https://www.jobkorea.co.kr/Recruit/GI_Read/44683611?rPageCode=SL&logpath=21&sn=6,,참 괜찮은 중소기업 선정 기업일학습병행 채용관IT 개발자 전문 채용관 DBA 모델링 데이터엔지니어 빅데이터 머신러닝엔지니어 인공지능 IT컨설팅 IT컨설팅 CRM 서울 > 강남구,시작일 2024.05.14(화) 마감일 2024.06.13(목)
강남구,㈜비아이매트릭스,생성형 AI 컨설턴트 및 엔지니어 채용,경력 (3년이상),,https://www.jobkorea.co.kr/Recruit/GI_Read/44676691?rPageCode=SL&logpath=21&sn=6,,LG CNS 협력회사 온라인 채용관강소기업 채용관참 괜찮은 중소기업 선정 기업일학습병행 채용관IT 개발자 전문 채용관 시스템엔지니어 서버구축 시스템운영 서버관리 SI개발 네트워크엔지니어 네트워크관리 소프트웨어개발자 시스템분석,시작일 2024.05.14(화) 마감일 2024.05.31(금)
강남구,㈜키토크AI,[키토크 AI] 데이터 전처리/파이썬 인턴 모집 (AI 스타트업),경력무관,"Python, SQL",https://www.jobkorea.co.kr/Recruit/GI_Read/44678652?rPageCode=SL&logpath=21&sn=6,,인기 기업 인턴 채용관IT 개발자 전문 채용관 앱개발자 데이터엔지니어 빅데이터 머신러닝엔지니어 인공지능 솔루션·SI·CRM·ERP 소프트웨어개발 모바일앱개발 BigData 서울 > 강남구,시작일 2024.05.14(화) 마감일 2024.06.13(목)
송파구,㈜이노룰스,(주)이노룰스 머신러닝 개발자 상시채용,경력 (5년이상),기본우대 유관업무 경력자(10년),https://www.jobkorea.co.kr/Recruit/GI_Read/44221473?rPageCode=SL&logpath=21&sn=6,,강소기업 채용관참 괜찮은 중소기업 선정 기업IT 개발자 전문 채용관 머신러닝엔지니어 솔루션·SI·CRM·ERP 서울 > 송파구,
강남구,㈜에이치비테크놀러지,Vision 영상처리(2D/3D) S/W 개발,경력,,https://www.jobkorea.co.kr/Recruit/GI_Read/44665144?rPageCode=SL&logpath=21&sn=6,,일학습병행 채용관IT 개발자 전문 채용관 소프트웨어개발자 머신러닝엔지니어 딥러닝 이미지프로세싱 VISION 영상처리 Image Processing VisualC++ C++ OpenCV CUDA IPP 머신러닝 Python 반도체·디스플레이·광학 LED,시작일 2024.05.13(월) 마감일 2024.06.12(수)
강남구,㈜제노레이,[신입 / 경력] 소프트웨어(SW) 우수인재 모집,신입·경력,"기본우대 유관업무 경력자 우대전공 응용소프트웨어공학
더보기",https://www.jobkorea.co.kr/Recruit/GI_Read/44667259?rPageCode=SL&logpath=21&sn=6,,잡아바 추천 TOP 기업 온라인 채용관강소기업 채용관참 괜찮은 중소기업 선정 기업일학습병행 채용관IT 개발자 전문 채용관제약 직무채용관 소프트웨어개발자 머신러닝엔지니어 인공지능 R&D·연구원 제약·보건·바이오 의료기기 서울 > 강남구,시작일 2024.05.13(월) 마감일 2024.07.12(금)
강남구,㈜에이치비테크놀러지,AI 비전 딥러닝 개발자 (연구소) (신입/경력),신입·경력 (3년이상),,https://www.jobkorea.co.kr/Recruit/GI_Read/44673895?rPageCode=SL&logpath=21&sn=6,,일학습병행 채용관IT 개발자 전문 채용관 머신러닝엔지니어 인공지능 이미지프로세싱 딥러닝 R&D·연구원 정보통신·IT 전기·전자 반도체·디스플레이·광학 LED 디스플레이 TFT LCD 서울 > 강남구,시작일 2024.05.13(월) 마감일 2024.06.12(수)
금천구,㈜컴투스,[컴투스] 2024년 프로그래밍 전문연구요원 (편입) 채용,경력,,https://www.jobkorea.co.kr/Recruit/GI_Read/44657122?rPageCode=SL&logpath=21&sn=6,,IT 개발자 전문 채용관 데이터엔지니어 빅데이터 게임개발자 클라이언트 머신러닝엔지니어 모델링 R&D·연구원 R&D 프로그래밍 라이브개발 게임·애니메이션 게임기획 게임개발 서울 > 금천구,시작일 2024.05.10(금) 마감일 2024.06.28(금)
송파구,㈜이글루코퍼레이션,[연구개발본부] IT개발자(QA/백엔드/프론트엔드/ML/데이터분석) 경력 채용,경력 (2년이상),"Docker, JAVA, Kafka, kubernetes, MySQL, Python, Pytorch, Tensorflow, Spring Framework, RDB",https://www.jobkorea.co.kr/Recruit/GI_Read/44592263?rPageCode=SL&logpath=21&sn=6,,잡아바 추천 TOP 기업 온라인 채용관일학습병행 채용관IT 개발자 전문 채용관 백엔드개발자 머신러닝엔지니어 인공지능 QA 검증 정보보안 서울 > 송파구,시작일 2024.05.02(목) 마감일 2024.06.30(일)
강남구,현대오토에버㈜,차량SW · ICT · 경영지원 부문 채용,경력,"C, C++, MSSQL, SAP, DBMS, 컨설팅, SW, 솔루션",https://www.jobkorea.co.kr/Recruit/GI_Read/44582883?rPageCode=SL&logpath=21&sn=6,,산업기능요원 전문채용관가족친화인증기업 채용관IT 개발자 전문 채용관재무·회계 직무채용관대전·세종·충청 지역채용관부산·울산·경남 지역채용관 경영·비즈니스기획 경영기획 사업기획 신사업기획 웹기획 서비스기획 제안·컨설팅 데이터분석,
강남구,더블유컨셉코리아,[W컨셉] 검색&데이터 개발팀 AI/ML Engineer,경력 (6년이상),"AWS, java, spring, spring boot",https://www.jobkorea.co.kr/Recruit/GI_Read/44576412?rPageCode=SL&logpath=21&sn=6,,IT 개발자 전문 채용관 DBA DBMS 데이터엔지니어 빅데이터 ETL 머신러닝엔지니어 모델링 딥러닝 자연어처리(NLP) 음성인식 이미지프로세싱 쇼핑몰·오픈마켓·소셜커머스 서울 > 강남구,시작일 2024.04.30(화) 마감일 2024.05.31(금)
